map,x,y,z
Outpost,-1985,-807,1354
Outpost,-1618,-988,1343
Outpost,-428,-2665,1211
Outpost,-1042,-1686,1251
Outpost,-426,-2511,1051
Outpost,-1470,-946,1273
Outpost,1474,-273,1873
Outpost,-258,-649,984
Outpost,831,-1102,605
Outpost,-1221,-2149,1233
Outpost,-1654,-97,722
Outpost,825,-1531,1337
Outpost,81,-275,1472
Outpost,415,-871,1437
Outpost,-287,-1224,1222
Outpost,649,-892,1236
Outpost,-456,-1598,1235
Outpost,2383,-1075,1703
Outpost,-734,-1753,1191
Outpost,-2087,-2631,738
Outpost,-94,-2839,598
Outpost,-123,-3677,1007
Outpost,876,-2643,798
Outpost,-376,-1662,962
Outpost,-230,-1689,896
Outpost,-794,-1097,705
Outpost,1315,-2749,1186
Outpost,-325,-1155,1714
Outpost,7,-1202,1296
Outpost,721,-482,1423
Outpost,-10,-269,144
Outpost,386,0,941
Outpost,-20,-674,1264
Outpost,-397,-260,1090
Outpost,335,-378,927
Outpost,-707,-1577,1056
Outpost,342,-958,1604
Outpost,-304,-826,1367
Outpost,2431,-2815,595
Outpost,-708,-137,1162
Outpost,-716,-1111,962
Outpost,1963,-829,585
Outpost,34,-1070,615
Outpost,-572,-1000,818
Outpost,-895,-1025,1102
Observatory,-851,-179,-338
Observatory,-2590,-319,255
Observatory,-1598,568,155
Observatory,-1152,81,528
Observatory,-386,418,581
Observatory,-346,149,568
Observatory,679,214,140
Observatory,-772,248,407
Observatory,-1245,632,202
Observatory,-1851,-37,230
Observatory,-2484,284,176
Observatory,-3266,-477,208
Observatory,-3050,-765,187
Observatory,-3915,-2452,-303
Observatory,-848,-1856,249
Observatory,-1311,-1652,266
Observatory,-3315,-543,270
Observatory,-2601,-1766,-24
Observatory,-1693,-229,325
Observatory,-1156,-230,371
Observatory,-2747,-898,118
Observatory,-1529,84,208
Observatory,-1874,2576,373
Observatory,460,114,228
Observatory,399,357,192
Observatory,-312,338,620
Observatory,5596,95,-212
Observatory,4673,469,-81
Observatory,6114,525,-315
Observatory,135,-363,539
Observatory,6377,790,-468
Observatory,3146,1650,-61
Observatory,-867,-699,125
Observatory,-1513,-2727,-108
Observatory,-1974,2701,795
Observatory,1750,-105,682
Observatory,-4927,-2503,-301
Observatory,256,1551,429
Observatory,-2117,-2482,-254
Observatory,-2376,-2277,42
Observatory,1859,3490,100
Observatory,364,4461,130
Observatory,-692,3932,357
Observatory,-922,2093,933
Observatory,-1607,1866,223
Observatory,-3583,-2032,-243
Observatory,345,-370,640
Observatory,2235,30,271
Observatory,944,762,447
Observatory,5495,-818,-367
Observatory,-4734,2522,262
Observatory,4326,526,-86
Observatory,-6158,1682,126
Observatory,-2761,-51,133
Observatory,-2753,2855,767
Observatory,2336,-2521,55
Observatory,-662,-2426,160
Observatory,-612,-1247,254
Observatory,541,-2121,589
Observatory,-758,661,736
Observatory,-315,-2100,128
Observatory,-2595,-1578,213
Observatory,-1325,3483,684
Observatory,-2823,-1893,247
Observatory,-4381,-193,192
Observatory,-4826,174,220
Observatory,-4217,-1237,228
Observatory,-154,1380,213
Observatory,-666,564,570
Observatory,1599,-172,268
Observatory,-841,-2153,-396
Observatory,1235,323,348
Observatory,-1374,-2525,-355
Observatory,1445,128,482
Observatory,1683,183,552
Observatory,1642,1502,242
Observatory,-24,-348,619
Observatory,1540,-1783,-95
Observatory,-688,1266,574
Observatory,-986,-185,437
Observatory,-399,-216,688
Observatory,-2439,-184,458
Observatory,-3322,-922,137
Observatory,-3024,-785,180
Observatory,-3299,2860,287
Observatory,-4275,2951,182
Observatory,-5016,2659,125
Observatory,-3918,2777,468
Observatory,-5937,1652,126
Observatory,-3835,4469,127
Observatory,1846,2694,87
Observatory,-4694,-3621,-417
Observatory,-4524,-3145,-329
Observatory,-5079,-2411,-228
Observatory,5182,-871,-163
Observatory,5945,-593,-296
Observatory,5561,-689,-191
Observatory,1865,2568,5
Observatory,2541,2069,154
Observatory,3717,1054,54
Observatory,5755,1557,-473
Observatory,5329,446,-305
Observatory,873,-479,775
Observatory,84,-2764,-355
Observatory,-667,157,541
Observatory,200,50,352
Observatory,-1134,-222,402
Observatory,-1033,158,686
Observatory,83,552,476
Observatory,844,147,402
Observatory,2157,-90,325
Observatory,5583,-979,-397
Observatory,-2191,2508,690
Observatory,-445,1315,249
Observatory,-20,1547,381
Observatory,-1046,-1780,-105
Observatory,-867,-1212,215
Observatory,6439,1551,-244
Observatory,-1375,-180,135
Observatory,-681,3606,-374
Observatory,-798,3166,-163
Observatory,-66,2059,556
Observatory,1458,2361,3
Observatory,1119,124,329
Observatory,-4180,596,400
Observatory,-2862,-93,160
Observatory,-5288,585,213
Observatory,1875,3228,185
Observatory,1795,2472,140
Observatory,2401,1326,102
Observatory,3862,1390,-75
Observatory,3705,-2898,-203
Observatory,802,-943,658
Observatory,754,-1957,226
Observatory,-5569,1553,425
Outpost,535,-2271,1238
Outpost,2982,-447,1406
Outpost,1390,-1607,564
Outpost,4030,-506,284
Outpost,2297,-1307,-297
Outpost,-1005,-9,1990
Outpost,-1270,-536,461
Outpost,4249,-1430,1180
Outpost,4373,59,698
Outpost,572,452,1443
Outpost,1991,684,2050
Outpost,1329,-74,2037
Outpost,2815,121,2588
Outpost,3079,27,3009
Outpost,1281,-68,767
Outpost,2742,183,2994
Outpost,560,777,1197
Outpost,-2755,369,1839
Outpost,693,516,1030
Outpost,850,553,937
Outpost,3070,-501,1235
Outpost,77,898,1213
Outpost,1446,1698,1146
Outpost,197,-1886,2628
Outpost,102,-2181,2193
Outpost,1491,-3258,548
Outpost,1477,-3408,697
Outpost,233,-2699,631
Outpost,21420,1849,1183
Outpost,-1394,-2328,1694
Outpost,868,-1023,2198
Outpost,926,-614,762
Outpost,632,250,1385
Outpost,888,-649,2163
Outpost,1894,-2488,1652
Outpost,1101,3238,121
Outpost,2275,-2454,1489
Outpost,3777,-1115,1008
Outpost,2604,-1595,1563
Outpost,694,789,595
Outpost,413,504,1075
Outpost,-3195,149,815
Outpost,-1518,455,926
Outpost,2926,1150,1098
Outpost,-980,-1254,1152
Outpost,-2836,-2051,1726
Outpost,2734,-1251,1162
Outpost,-255,375,930
Outpost,-1673,1231,1317
Outpost,466,166,556
Outpost,507,-412,766
Outpost,19,980,917
Outpost,637,-1013,956
Outpost,1769,108,1694
Outpost,837,-131,1007
Outpost,-1373,-1833,92
Outpost,-3365,1161,1592
Outpost,351,797,1454
Outpost,451,594,398
Outpost,-1404,-1028,1565
Outpost,-2938,-1079,1764
Outpost,1163,788,1143
Outpost,1078,392,1390
Outpost,2241,414,2070
Outpost,2711,511,1518
Outpost,-196,-2505,711
Outpost,1910,-2798,1526
Outpost,2444,1149,1097
Outpost,2037,1260,1064
Outpost,1050,214,1056
Outpost,948,-660,1370
Outpost,959,-828,2189
Outpost,-529,845,1106
Outpost,-956,853,1249
Outpost,-2248,554,1409
Outpost,5610,-100,1204
Outpost,-1400,-1085,1861
Outpost,-1806,-2015,1788
Outpost,425,-1591,1660
Outpost,21802,1150,1098
Outpost,1301,-645,1929
Outpost,1231,-1246,1019
Outpost,3725,-1400,507
Outpost,2523,499,1151
Outpost,789,669,1048
Outpost,1802,361,1369
Outpost,2649,595,1390
Outpost,1826,274,1253
Outpost,-2998,-1698,1880
Outpost,-2507,849,1675
Outpost,3588,-1769,1766
Outpost,-3019,-728,1620
Outpost,-2603,-496,-91
Outpost,581,582,1313
Outpost,-3212,234,1251
Outpost,-933,-1564,1288
Outpost,-712,-947,514
Outpost,-681,-2191,1296
Outpost,-416,-1026,664
Outpost,-1399,-1847,1217
Outpost,507,-2177,1645
Outpost,20659,1150,1098
Outpost,-2159,328,1197
Outpost,-570,408,1254
Outpost,2371,-887,-213
Outpost,323,-1212,2023
Outpost,399,-1531,1269
Outpost,185,-1240,1091
Outpost,2877,-473,1498
Outpost,419,-895,1658
Outpost,608,-380,1719
Outpost,-812,-2025,973
Outpost,-754,-791,1560
Outpost,2224,-1321,1408
Outpost,2117,-1107,1367
Outpost,875,-710,2140
Outpost,-272,-889,825
Outpost,-1268,-2904,158
Outpost,-152,1396,1349
Outpost,-86,-100,2713
Outpost,-653,-2334,1000
Outpost,1614,1646,1040
Outpost,148,289,2026
Outpost,560,-67,1588
Outpost,892,-270,1149
Outpost,119,-427,2004
Outpost,1852,-30,760
Outpost,1974,-219,879
Outpost,-15,-141,943
Outpost,-881,-1988,1422
Outpost,76,-1529,1297
Outpost,-1295,-2065,1927
Outpost,1073,-3008,922
Outpost,-178,-2227,716
Outpost,-873,-722,1061
Outpost,940,-1515,1038
Outpost,-717,-591,1102
Outpost,1109,-560,861
Outpost,315,-774,664
Outpost,-483,-85,1317
Outpost,-18,-1896,1649
Outpost,-278,51,1461
Outpost,-142,-622,1672
Outpost,-354,-1386,1199
Outpost,-245,171,1457
Outpost,-90,531,1303
Outpost,20277,1123,1048
Outpost,1425,-1227,2203
Outpost,-773,1181,1437
Outpost,-2166,-1906,769
Outpost,-42,-2956,2127
Outpost,-1719,-1739,885
Outpost,-262,-809,2320
Outpost,-934,-3199,1715
Outpost,-57,-1259,1133
Outpost,384,-2271,920
Outpost,130,-742,1329
Outpost,-29,-2642,2071
Outpost,1191,320,1615
Outpost,1537,-1455,1334
Outpost,252,-200,1419
Outpost,767,1373,1206
Outpost,158,210,2767
Outpost,-553,39,1032
Outpost,-774,-498,1200
Outpost,-3301,758,1625
Outpost,-1739,536,1862
Outpost,143,-894,1558
Outpost,-1603,-907,1246
Outpost,-1481,-1045,1253
Outpost,-1878,-2241,1012
Outpost,-275,-1462,1156
Outpost,693,-1310,1528
Outpost,-743,-39,1847
Outpost,64,426,2320
Outpost,-318,469,1352
Outpost,240,971,1674
Outpost,-2266,-2373,1110
Outpost,-1977,-2951,1704
Outpost,-279,-1485,1261
Outpost,-571,-1529,1065
Outpost,-1246,-1351,1015
Outpost,849,-276,1142
Outpost,1301,821,999
Outpost,1246,3633,571
Outpost,7674,-2875,2409
Outpost,1724,-2168,2027
Outpost,2755,-2092,1955
Outpost,2207,-1227,1774
Outpost,485,-123,1259
Outpost,51,800,316
Outpost,-362,-294,539
Outpost,-250,-471,771
Outpost,-2727,-2141,1380
Outpost,505,762,953
Outpost,-760,786,1363
Outpost,-546,-74,1056
Outpost,-329,464,1034
Outpost,724,-589,2839
Outpost,2710,-887,1634
Outpost,2659,620,2392
Outpost,1637,211,2411
Outpost,1606,-1894,2125
Outpost,1546,-2386,1565
Outpost,1590,-2568,1383
Outpost,2791,-1880,1306
Outpost,-803,433,1011
Outpost,1205,-1617,2093
Outpost,583,-954,1340
Outpost,2666,103,1331
Outpost,-575,-927,1283
Outpost,2322,-1176,1822
Outpost,1445,-581,1801
Outpost,-610,-2938,2063
Outpost,-319,-1157,1436
Outpost,-649,-1810,1783
Outpost,-701,-33,1099
Outpost,3173,-2253,1818
Outpost,-1266,-182,968
Outpost,13,-441,1188
Outpost,1137,-2310,846
Outpost,1809,-2980,317
Outpost,1429,-3131,876
Outpost,1471,-2249,1149
Outpost,729,-3220,1037
Outpost,1197,-2423,794
Outpost,1267,-159,2367
Outpost,1249,545,1582
Outpost,1535,743,1669
Outpost,2693,-1590,427
Outpost,1769,448,1084
Outpost,1282,-63,755
Outpost,687,401,1080
Outpost,57,1293,1111
Outpost,-149,861,953
Outpost,-65,-2428,1024
Outpost,1258,-2318,1810
Outpost,-67,-3131,1575
Outpost,429,-4519,1923
Outpost,-1222,-2414,1052
Outpost,241,-3107,1207
Outpost,465,-2465,1068
Outpost,961,-2364,1053
Outpost,847,-1362,1556
Outpost,3793,-1697,910
Outpost,-256,1201,1273
Outpost,875,-996,2123
Outpost,-285,-2351,1447
Outpost,-523,-1708,1013
Outpost,265,-1604,1696
Outpost,-1561,-1892,745
Outpost,221,-209,1223
Outpost,1880,1057,1189
Outpost,727,-1552,1885
Outpost,-1298,34,757
Outpost,1099,-594,2029
Outpost,737,-1475,1561
Outpost,-1658,399,531
Outpost,-1469,519,560
Outpost,1024,-2101,877
Outpost,-76,-2545,144
Outpost,1265,619,995
Outpost,-1471,-452,1119
Outpost,1198,1092,1259
Outpost,-1613,-959,1324
Outpost,-1983,-806,1472
Outpost,1233,582,-451
Outpost,1903,197,-449
Outpost,7642,2526,-2722
Outpost,22087,1150,1098
Outpost,-1723,-1823,1377
Outpost,-316,-1044,1688
Outpost,738,-348,738
Outpost,-1096,914,1151
Outpost,347,-1892,560
Outpost,-382,-853,1139
Outpost,141,-994,1237
Outpost,1593,-1339,1393
Outpost,-1731,-94,614
Outpost,-806,284,512
Outpost,-1333,-1082,832
Outpost,927,-939,997
Outpost,-966,1145,672
Outpost,410,745,1340
Outpost,-106,-978,1095
Outpost,-37,-783,1565
Outpost,-586,-1037,1788
Outpost,-606,-646,1489
Outpost,-493,-383,1178
Outpost,146,-555,1165
Outpost,1446,475,1163
Outpost,1726,664,1127
Outpost,-1679,-1361,500
Outpost,2296,423,1222
Outpost,2580,-351,1276
Outpost,-1061,-1674,751
Outpost,578,-2284,1453
Outpost,3483,-798,1586
Outpost,-1758,-1716,938
Outpost,-96,-2061,816
Outpost,-1835,-2073,1431
Outpost,-2363,-1482,512
Outpost,-2273,-1574,535
Outpost,3733,-790,555
Outpost,-2303,-1647,463
Outpost,-1862,-1788,451
Outpost,-7,-1838,926
Outpost,-2129,-1657,501
Outpost,1269,-3184,1075
Outpost,-2255,-2055,556
Outpost,-1860,-1716,519
Outpost,-2175,-1624,590
Outpost,564,114,887
Outpost,-3411,-1868,604
Outpost,4117,1100,1085
Outpost,-1076,-2390,732
Outpost,-315,-828,1565
Outpost,140,-937,1302
Outpost,-2174,-1603,899
Outpost,-1833,-2080,832
Outpost,1551,402,1624
Outpost,-1523,-2276,932
Outpost,734,343,1890
Outpost,1826,-710,1540
Outpost,-1953,-1619,743
Outpost,2781,368,1454
Outpost,4328,-123,1323
Outpost,4290,-328,932
Outpost,2366,-2085,1632
Outpost,1820,-1160,2129
Outpost,-484,-1465,2028
Outpost,1803,-2156,2519
Outpost,-1432,-1332,1902
Outpost,3043,-595,1701
Outpost,3830,-1493,1463
Outpost,2947,-2264,1102
Outpost,2640,-2185,1438
Outpost,2965,-2021,1359
Outpost,3010,-1824,1343
Outpost,-1310,-1059,1471
Outpost,-2238,-1322,465
Outpost,2408,-1320,1226
Outpost,3174,-1365,1171
Outpost,2984,-1870,654
Outpost,-518,-1770,1579
Outpost,1584,-1275,1288
Outpost,-157,-1343,1465
Outpost,1690,959,-556
Outpost,-1456,-100,1435
Outpost,-1537,430,1608
Outpost,-2505,367,1896
Outpost,-381,-2105,1737
Outpost,-1257,-1377,1295
Outpost,-3176,-1093,2117
Outpost,-2594,-1553,674
Outpost,-3908,127,2254
Outpost,-3081,248,1501
Outpost,-4280,-847,1656
Outpost,-1661,727,1607
Outpost,-2951,-310,1913
Outpost,-1051,-2124,1954
Outpost,2523,-1548,2483
Outpost,-3923,-946,1613
Outpost,3829,-2071,1931
Outpost,3213,-1938,1586
Outpost,2816,-1672,852
Outpost,-76,614,144
Outpost,-1295,676,1231
Outpost,2742,-1574,521
Outpost,22371,1150,1098
Outpost,-268,1341,747
Outpost,76,715,865
Outpost,3437,-2514,220
Outpost,1540,-366,907
Outpost,3278,-2464,275
Outpost,1870,-236,729
Observatory,100,1585,-416
Observatory,-351,2185,-334
Observatory,-210,2028,-418
Observatory,-2384,247,307
Observatory,621,383,287
Observatory,-829,716,588
Observatory,851,252,431
Observatory,-815,314,697
Observatory,-1766,422,397
Observatory,-2913,-756,20
Observatory,-809,1093,608
Observatory,-2166,-2722,-458
Observatory,-643,-461,240
Observatory,-2979,-2657,-209
Observatory,-3042,-2915,-76
Observatory,-1983,-2952,483
Observatory,-1884,1764,168
Observatory,-2356,-2035,351
Observatory,625,-1508,168
Observatory,-3171,-653,156
Observatory,-631,264,462
Observatory,-261,1509,894
Observatory,-707,746,633
Observatory,6323,-172,-369
Observatory,-3028,2939,377
Observatory,3235,-1761,-381
Observatory,-2815,-2725,-3
Observatory,-2367,-2611,222
Observatory,-5752,-783,196
Observatory,-5678,-1491,40
Observatory,-4412,-2219,-391
Observatory,-4680,-2318,-121
Observatory,-3699,-2262,-113
Observatory,-3467,-1577,-473
Observatory,-3930,268,131
Observatory,-3648,76,167
Observatory,-3576,-1754,-331
Observatory,-2498,-2115,215
Observatory,4065,1972,224
Observatory,-2977,-1787,238
Observatory,-3415,-1410,189
Observatory,-277,3454,370
Observatory,-580,1387,598
Observatory,-1393,1264,469
Observatory,-817,1321,507
Observatory,-597,2159,583
Observatory,202,1979,279
Observatory,-1049,1562,903
Observatory,521,499,191
Observatory,4508,694,95
Observatory,-1281,2331,826
Observatory,4393,620,143
Observatory,-1998,2373,721
Observatory,5678,-776,-341
Observatory,-873,1000,713
Observatory,4739,871,-343
Observatory,5485,-828,-459
Observatory,5245,-1531,-474
Observatory,4781,442,-473
Observatory,-865,537,468
Observatory,4056,-1830,-395
Observatory,3771,-1552,-403
Observatory,3044,-1698,-353
Observatory,2989,-1776,188
Observatory,4370,1762,-68
Observatory,2763,-2172,223
Observatory,1944,821,211
Observatory,1078,-41,530
Observatory,1868,52,276
Observatory,1777,770,289
Observatory,1800,233,146
Observatory,1969,37,604
Observatory,1489,-169,248
Observatory,690,53,247
Observatory,792,-245,629
Observatory,4754,2322,21
Observatory,586,423,257
Observatory,347,556,275
Observatory,-2648,-1013,-12
Observatory,-582,1031,498
Observatory,575,523,245
Observatory,-613,673,551
Observatory,-1652,361,656
Observatory,866,144,646
Observatory,-857,-626,147
Observatory,-716,-835,-360
Observatory,1307,-1264,94
Observatory,-990,433,141
Observatory,-1001,-291,214
Observatory,-754,714,490
Observatory,878,2656,205
Observatory,-652,1560,279
Observatory,-505,1250,281
Observatory,-1713,2637,534
Observatory,-1104,3337,463
Observatory,-1239,2581,511
Observatory,-213,1932,262
Observatory,-96,1704,310
Observatory,-261,1727,669
Observatory,-105,1846,236
Observatory,-2754,2757,276
Observatory,-741,1474,620
Observatory,-37,2400,904
Observatory,-624,-441,134
Observatory,-654,-68,421
Observatory,-764,-1448,202
Observatory,329,95,128
Observatory,-1748,747,334
Observatory,-395,703,127
Observatory,233,-18,264
Observatory,498,-1678,148
Observatory,1774,32,305
Observatory,1212,767,127
Observatory,423,511,449
Observatory,1859,281,246
Observatory,923,189,469
Observatory,774,60,574
Observatory,-831,3714,646
Observatory,617,4442,208
Observatory,-474,-2155,428
Observatory,1312,-2806,621
Observatory,-775,-2356,204
Observatory,563,-2826,229
Observatory,-739,-186,352
Observatory,-868,-2474,148
Observatory,-1613,-2671,346
Observatory,-834,-1675,-13
Observatory,-1289,-2494,149
Observatory,-1695,-2769,38
Prison,-678,3195,798
Prison,564,-778,424
Prison,-469,-1433,598
Prison,212,-743,573
Prison,616,2594,735
Prison,1007,2253,594
Prison,-768,73,279
Prison,-3,719,495
Prison,2375,1450,553
Prison,-1588,1300,868
Prison,-1908,1820,683
Prison,-1594,1903,935
Prison,-1430,1595,732
Prison,-3054,-1046,-163
Prison,-677,-1714,184
Prison,-137,-1229,93
Prison,-1466,-1193,800
Prison,-1252,-685,934
Prison,-700,1202,170
Prison,650,1015,248
Prison,1200,1050,220
Prison,1074,888,248
Prison,-149,-248,382
Prison,1040,1449,221
Prison,1762,1298,306
Prison,1066,1161,237
Prison,1433,1218,219
Prison,1902,1725,363
Prison,1269,963,343
Prison,-1681,-1298,599
Prison,-2698,-191,526
Prison,-1755,-710,645
Prison,-1643,-839,620
Prison,-71,828,176
Prison,258,474,196
Prison,-3114,2422,334
Prison,-72,726,430
Prison,-4268,2000,203
Prison,-723,-818,879
Prison,-1471,291,425
Prison,-1811,103,349
Prison,-3419,-1072,131
Prison,-1633,474,419
Prison,-717,-273,872
Prison,-222,-18,875
Prison,127,-806,608
Prison,483,-95,478
Prison,1233,-82,581
Prison,202,-1600,399
Prison,419,-1874,483
Prison,3246,1672,140
Prison,2525,1691,572
Prison,-1135,3107,262
Prison,-123,496,594
Prison,-1253,585,556
Prison,-400,1362,506
Prison,-1048,1120,346
Prison,-440,735,553
Prison,772,1409,272
Prison,1608,995,333
Prison,1462,2151,419
Prison,-2833,2677,320
Prison,471,122,169
Prison,647,601,187
Prison,-678,3195,798
Prison,1048,-1406,416
Prison,-4184,1137,157
Prison,1055,-710,579
Prison,-4053,1246,249
Prison,497,459,306
Prison,249,984,426
Prison,-3434,242,289
Prison,-1520,1860,334
Prison,2815,1530,144
Prison,3156,2265,176
Prison,-324,113,594
Prison,1119,1913,406
Prison,541,558,269
Prison,-2113,3202,776
Prison,-2111,2204,356
Prison,-5276,1375,430
Prison,-2515,-794,591
Prison,-2832,2631,348
Prison,-4097,834,238
Prison,-1410,-72,537
Prison,-3703,135,198
Prison,924,2540,490
Prison,-4536,754,379
Prison,-162,2674,516
Prison,-2606,2081,127
Prison,-1030,955,564
Prison,-330,1143,620
Prison,309,-601,185
Prison,538,-735,155
Prison,-294,1130,352
Prison,-1796,-889,496
Prison,-2218,1018,234
Prison,-3959,-434,269
Prison,-555,291,769
Prison,-3458,-713,363
Prison,-1672,-57,833
Prison,1721,-153,285
Prison,-798,-80,550
Prison,292,-846,207
Prison,-581,1429,736
Prison,-2628,-776,349
Prison,-816,1199,659
Prison,63,983,649
Prison,-3769,-466,272
Prison,-3261,-1110,332
Prison,-646,3226,770
Prison,-903,-1435,393
Prison,-2628,-1425,151
Prison,129,-213,480
Prison,-913,1347,344
Prison,114,752,125
Prison,-2136,-1049,325
Prison,440,-1216,209
Prison,2292,145,229
Prison,863,-933,424
Prison,974,3139,726
Prison,-1603,-754,794
Prison,526,-933,313
Prison,1378,-427,141
Prison,-1871,1783,471
Prison,-382,-1482,599
Prison,-1229,-1997,657
Prison,1016,-1532,513
Prison,-1409,-1301,217
Prison,485,-979,253
Prison,1871,3173,826
Prison,379,837,521
Prison,-592,1360,320
Outpost,2818,-2362,354
Outpost,320,-1558,725
Outpost,2309,-2369,685
Outpost,1475,1163,21
Outpost,2770,-196,328
Outpost,2813,25,506
Outpost,130,-2139,1723
Outpost,-2491,-3291,1026
Outpost,-2946,-2571,673
Outpost,-2001,-2679,1635
Outpost,-2463,-1461,538
Outpost,66,-3214,715
Outpost,-2043,-979,-418
Outpost,325,-2385,879
Outpost,1866,-1849,2029
Outpost,813,-422,3018
Outpost,-921,-1881,1181
Outpost,-1880,140,1794
Outpost,2406,-797,627
Outpost,-610,-1934,586
Outpost,-2656,-3277,1354
Outpost,-2934,-383,64
Outpost,5895,3458,2898
Outpost,-2990,-141,687
Outpost,-2548,-1538,646
Outpost,-84,-269,2358
Outpost,825,953,950
Outpost,-1751,-1664,1179
Outpost,-124,-530,1134
Outpost,-913,-1287,1651
Outpost,-335,-480,1408
Outpost,-3318,-2264,186
Outpost,-3351,-967,208
Outpost,-3445,-290,437
Outpost,-76,-2545,144
Outpost,1526,-174,1020
Outpost,-4008,-1395,878
Outpost,-3602,-1644,778
Outpost,143,-702,1726
Outpost,-55,-264,1326
Outpost,-419,22,1292
Outpost,-2930,1127,-19
Outpost,-1298,640,458
Outpost,-798,70,1405
Outpost,-3656,501,927
Outpost,2996,-723,1195
Outpost,2192,-723,1493
Outpost,1431,-1429,494
Outpost,2107,-1171,486
Outpost,1402,-2489,267
Outpost,-3531,-24,1390
Outpost,555,-264,1768
Outpost,2952,-1311,972
Outpost,2904,-2341,3532
Outpost,-3330,-1807,834
Outpost,2588,-1488,1456
Outpost,-1279,-2595,1283
Outpost,1294,990,445
Outpost,2589,-1517,1292
Outpost,-48,-1011,573
Outpost,2021,-1216,1775
Outpost,4442,204,1285
Outpost,-785,-910,614
Outpost,1927,-957,444
Outpost,2279,-1017,670
Outpost,-78,-2536,185
Outpost,-3101,-1248,745
Outpost,-2212,-914,1728
Outpost,2903,-1722,427
Outpost,2367,-1412,552
Outpost,-211,268,1175
Outpost,1672,-168,751
Outpost,1880,-2002,500
Outpost,2288,-487,673
Outpost,2446,-1512,434
Outpost,2410,-1801,547
Outpost,1902,-1311,558
Outpost,5870,-895,791
Outpost,549,-1674,1045
Outpost,2579,-647,1352
Outpost,2394,-2011,426
Outpost,-102,-2128,740
Outpost,3487,-1396,509
Outpost,492,-806,1676
Outpost,2688,-908,1600
Outpost,-2132,-382,617
Outpost,-2048,-1767,477
Outpost,645,-1457,1710
Outpost,1332,734,1409
Outpost,2515,277,1225
Outpost,2324,-1637,642
Outpost,2800,387,1287
Outpost,2043,-1558,731
Outpost,845,-1265,1542
Outpost,-376,337,1288
Outpost,503,-1309,2109
Outpost,-866,-1145,756
Outpost,2244,-1032,1003
Outpost,-1400,-1829,741
Outpost,-1055,-2201,691
Outpost,2486,1062,1097
Outpost,3269,-689,825
Outpost,2962,-428,1149
Outpost,-775,-1765,3380
Outpost,-2935,-1266,1498
Outpost,2240,-1405,434
Outpost,616,-1060,1284
Outpost,1458,-1042,154
Outpost,842,-2343,535
Outpost,2218,-1582,517
Outpost,-1659,-1758,733
Outpost,2389,-1587,2075
Outpost,-3349,-2184,1725
Outpost,-1075,-423,574
Outpost,-1061,-599,1120
Outpost,-1734,126,751
Outpost,-1159,-1889,924
Outpost,710,1124,1807
Outpost,-2328,-1333,470
Outpost,206,1334,103
Outpost,-2307,169,543
Outpost,-2219,-2226,1594
Outpost,-2184,-1525,555
Outpost,-1750,-401,601
Outpost,-2094,-858,1398
Outpost,2231,-1020,645
Outpost,-1694,-1834,799
Outpost,-2288,-397,565
Outpost,-1866,-1112,1271
Outpost,-2205,-555,748
Outpost,-2596,-1532,551
Outpost,-2667,-1995,546
Outpost,3502,-1353,1207
Outpost,2309,-790,480
Outpost,1782,-984,496
Outpost,1786,-1368,563
Outpost,1538,-107,911
Outpost,-343,-3204,442
Outpost,2067,-1078,502
Outpost,2945,-1682,1086
Outpost,2566,-9,1060
Outpost,1553,-60,1008
Outpost,3064,-707,1606
Outpost,2114,-81,837
Outpost,2341,989,1247
Outpost,-1359,-1313,1516
Outpost,-2178,-2054,488
Outpost,161,754,1102
Outpost,1112,-3261,1745
Outpost,2688,-107,-233
Outpost,3276,-1911,2019
Outpost,2528,-2777,432
Outpost,1549,-599,1349
Outpost,1600,-984,1435
Outpost,13705,986,1074
Outpost,1801,-145,728
Outpost,2235,-1906,551
Outpost,418,-103,907
Outpost,2409,-4114,-1660
Outpost,-57,617,148
Outpost,-3269,391,-9
Outpost,-2463,1152,96
Outpost,19129,1191,1171
Outpost,-2351,929,655
Outpost,-1938,-1121,1830
Outpost,-1395,-1160,1909
Outpost,2702,1355,1187
Outpost,2755,367,1456
Outpost,3725,-1400,507
Outpost,3106,-1683,209
Outpost,2472,1150,1098
Outpost,597,-2576,-36
Outpost,1701,134,2038
Outpost,-193,-11,3614
Outpost,426,-30,2550
Outpost,2641,968,2778
Outpost,2181,-1456,1857
Outpost,237,-3741,689
Outpost,1262,-3290,711
Outpost,948,-1280,1535
Outpost,919,-3328,928
Outpost,252,366,814
Outpost,1235,-945,1888
Outpost,1313,-966,1799
Outpost,315,-233,1573
Outpost,1334,1041,1241
Outpost,-450,65,871
Outpost,-994,-5,1324
Outpost,118,1221,746
Outpost,1921,-1781,1705
Outpost,360,453,529
Outpost,-921,928,790
Outpost,-1598,1171,697
Outpost,-308,1335,710
Outpost,-107,722,1415
Outpost,247,545,1392
Outpost,-3739,-773,798
Outpost,479,1030,846
Outpost,-363,-1307,427
Outpost,-67,-741,1141
Outpost,-344,-322,918
Outpost,-615,-609,1105
Outpost,1904,2513,2942
Outpost,2432,719,2115
Outpost,-1391,-1095,1807
Outpost,-46,-550,826
Outpost,-145,-678,1282
Outpost,-248,-967,1410
Outpost,-40,1043,961
Outpost,957,-2103,699
Outpost,-313,-3108,-120
Outpost,-5,-1080,1265
