map,x,y,z
Stadium,4088,-8,1478
Stadium,3561,2729,700
Stadium,3295,1803,1322
Stadium,5266,3415,1063
Stadium,5377,3329,2117
Stadium,6064,-2097,1588
Stadium,4429,2120,1102
Stadium,3468,1959,-560
Stadium,3784,2494,-133
Stadium,7060,1431,1757
Stadium,2051,-140,146
Observatory,-594,-618,278
Observatory,-820,-1109,311
Observatory,-710,28,311
Observatory,-637,519,475
Observatory,2018,-1689,93
Observatory,296,-1642,-61
Observatory,-979,-1621,-322
Observatory,-459,-2483,-330
Observatory,230,-1743,-69
Observatory,718,-2401,-473
Observatory,-2331,-2845,-348
Observatory,-728,-1834,-122
Observatory,-869,-2582,-424
Observatory,-2062,-2137,-381
Observatory,-6544,145,134
Observatory,-639,529,468
Observatory,1828,1032,537
Observatory,-1541,588,321
Observatory,-1829,-1873,-182
Observatory,-1102,391,536
Observatory,-92,-358,444
Observatory,2272,-2341,120
Observatory,691,-2108,-92
Observatory,-1695,29,762
Observatory,-522,267,606
Observatory,8,11,560
Observatory,-730,774,493
Observatory,-732,2416,697
Observatory,-489,3041,678
Observatory,473,-1304,-416
Observatory,-1348,2893,529
Observatory,3230,1665,-19
Observatory,2195,2355,1
Observatory,254,2691,157
Observatory,-524,2959,149
Observatory,110,2897,291
Observatory,-459,2408,669
Observatory,73,1879,128
Observatory,-699,886,540
Observatory,552,-1372,25
Observatory,-4943,2660,282
Observatory,-4015,2951,396
Observatory,-4242,2614,464
Observatory,-676,3121,794
Observatory,-1398,2260,178
Observatory,-1068,3672,134
Observatory,-1385,2228,679
Observatory,-1483,1668,763
Observatory,809,2669,125
Observatory,478,2151,259
Observatory,1403,2446,-52
Observatory,3103,2277,92
Observatory,2615,2215,-17
Observatory,2471,2387,125
Observatory,2547,1764,3
Observatory,-882,-1007,280
Observatory,1610,1584,207
Observatory,549,2813,230
Observatory,-423,2964,901
Observatory,-458,2012,508
Observatory,1413,2745,241
Observatory,-1764,1724,347
Observatory,-1332,569,477
Observatory,71,556,391
Prison,-2359,-328,587
Prison,-1692,-287,293
Prison,-1022,149,207
Prison,-3436,-1415,90
Prison,-3839,-554,253
Prison,-3697,-688,167
Prison,-1239,-982,308
Prison,-1221,-136,635
Prison,-723,-323,748
Prison,-1838,-840,126
Prison,-2177,-938,239
Prison,-3042,371,176
Prison,-2604,-965,713
Prison,-1711,-1637,311
Prison,-2209,-1320,268
Prison,-5158,1220,451
Prison,-5285,1268,429
Prison,1293,-766,839
Prison,284,66,778
Prison,324,-1024,222
Prison,320,-1406,447
Prison,-268,65,830
Prison,273,1137,733
Prison,-459,1319,377
Prison,-159,-1653,96
Prison,-2162,1813,223
Prison,-1798,1182,202
Prison,-559,177,843
Prison,-509,1042,442
Prison,401,600,851
Prison,236,-346,891
Prison,298,82,484
Prison,-309,1199,321
Prison,1043,-1113,258
Prison,1460,-312,174
Prison,-1524,198,479
Prison,1442,-99,229
Prison,2483,253,275
Prison,714,-411,166
Prison,594,-810,245
Prison,1262,1237,128
Prison,-914,1343,772
Prison,-868,1325,793
Prison,-1108,341,474
Prison,-110,1018,140
Prison,208,-749,1156
Prison,-1856,-729,324
Prison,-4385,415,180
Prison,-4320,1179,218
Prison,-3644,145,207
Prison,-3872,1743,246
Prison,1306,1773,671
Prison,-2411,1221,274
Prison,-2055,1037,266
Prison,-619,856,643
Prison,805,994,179
Prison,-1228,-211,549
Prison,-862,-156,494
Prison,-2195,2633,237
Prison,-1034,1179,209
Prison,-305,1311,145
Prison,-433,2230,391
Prison,-1104,777,166
Prison,196,-5,541
Prison,-224,77,759
Prison,286,1013,145
Prison,317,-400,207
Prison,1998,-136,147
Prison,137,308,333
Prison,713,1382,128
Prison,719,-832,238
Prison,676,-13,134
Prison,1509,-426,258
Prison,616,-143,529
Prison,480,-1771,347
Prison,404,-639,267
Prison,1376,-952,419
Prison,612,-1560,167
Prison,-574,-1342,192
Prison,1093,-114,619
Prison,353,-852,311
Prison,1496,80,615
Prison,64,-1254,463
Prison,823,-930,-175
Prison,-154,-1258,305
Prison,792,-1211,157
Prison,-1359,-947,553
Prison,-667,1094,515
Prison,292,414,710
Prison,-660,2191,127
Prison,3069,-200,419
Prison,-2289,1934,126
Prison,-2041,1987,301
Prison,2880,-193,551
Prison,-898,1371,125
Prison,-107,257,301
Prison,-1669,1503,142
Prison,-3266,1260,460
Prison,-2203,1773,783
Prison,-3678,1712,301
Prison,-2689,2058,294
Prison,-3341,2148,472
Prison,-496,1132,627
Prison,-2274,-546,656
Prison,2050,1415,203
Prison,-1953,-1027,672
Prison,-1835,-1246,261
Prison,1935,1692,449
Prison,-3922,-592,178
Prison,-2587,-1017,445
Prison,-3251,-1364,381
Prison,-1493,902,490
Prison,-1732,-1142,491
Prison,1370,2321,449
Prison,1364,1467,461
Prison,-3180,-1993,458
Prison,-3380,-998,567
Prison,-5437,1200,339
Prison,-3496,-1580,317
Prison,-4080,-158,230
Prison,-1628,-1674,381
Prison,-2933,-1498,475
Prison,-1579,652,505
Prison,-1734,966,355
Prison,3539,1929,347
Prison,-964,1191,288
Prison,-964,755,447
Prison,-2598,-173,700
Prison,-4110,1534,238
Prison,2891,2364,253
Prison,-729,817,579
Prison,-1178,416,634
Prison,-3060,2501,342
Prison,-3325,2065,292
Prison,-2174,2504,134
Prison,-1630,3342,297
Prison,-385,1156,815
Prison,-3697,1769,326
Prison,-3463,488,394
Prison,3531,-146,412
Prison,-522,1649,511
Prison,-4157,94,129
Prison,-234,2973,220
Prison,-3637,95,265
Prison,-3367,503,242
Prison,-2247,1727,474
Prison,-2979,1990,407
Prison,-3288,1918,317
Prison,-2564,2771,309
Prison,-1236,-546,250
Prison,-3234,1903,384
Prison,-3007,2143,310
Prison,-2922,2080,237
Prison,379,1570,172
Prison,-2161,3121,370
Prison,-2131,2198,220
Prison,-3829,2113,276
Prison,-3183,483,284
Prison,-3550,214,211
Outpost,-344,-2033,1366
Outpost,-1822,-1879,828
Outpost,-1366,-2369,793
Outpost,-593,-1696,1037
Outpost,-238,-1735,1765
Outpost,2611,-2117,1292
Outpost,-656,-340,1399
Outpost,1393,-290,2295
Outpost,2911,-442,1771
Outpost,-454,-742,1706
Outpost,-166,748,2060
Outpost,1333,-618,1958
Outpost,2358,667,2299
Outpost,-867,-1743,1236
Outpost,-3115,-2091,2063
Outpost,-3261,1090,2966
Outpost,-3020,-1941,1151
Outpost,-3612,1508,2796
Outpost,-2807,-785,1581
Outpost,-1470,-2165,962
Outpost,-912,-264,1497
Outpost,-1020,-1537,729
Outpost,-3929,-2054,1385
Outpost,-173,-2488,1536
Outpost,-3225,-2219,1566
Outpost,2004,2831,6254
Outpost,2549,-2817,1737
Outpost,3075,-3157,2243
Outpost,3394,-2918,2124
Outpost,3064,-2513,1352
Outpost,2425,-1353,1698
Outpost,-4553,2404,4327
Outpost,2527,-391,1635
Outpost,1729,-1735,2077
Outpost,1803,-1973,2515
Outpost,3071,1413,3359
Outpost,212,722,1228
Outpost,-1568,-840,1779
Outpost,490,-1056,1383
Outpost,-2416,-2372,1238
Outpost,-3488,-1201,1366
Outpost,-3609,-1070,608
Outpost,-2396,-1505,516
Outpost,-2679,-1309,2091
Outpost,-2523,-1357,1888
Outpost,-3586,-1502,676
Outpost,-2590,-1709,1758
Outpost,-2596,-775,1778
Outpost,2185,-761,1896
Outpost,-1073,409,1369
Outpost,3483,-1187,986
Outpost,1079,219,1100
Outpost,2259,-426,786
Outpost,-1326,-1590,1908
Outpost,-2513,-676,1880
Outpost,76,-737,1762
Outpost,656,-2622,2414
Outpost,1491,-2226,2296
Outpost,2103,347,1676
Outpost,730,-3413,1739
Outpost,-750,-1644,1026
Outpost,582,-1530,1509
Outpost,413,-1456,1323
Outpost,1891,-214,873
Outpost,869,-299,1646
Outpost,2759,-1035,994
Outpost,104,-1582,1188
Outpost,-2872,-769,2705
Outpost,-1964,-2388,1937
Outpost,-2026,-1883,2492
Outpost,-945,-1375,1660
Outpost,-1719,-1948,2430
Outpost,320,-390,2061
Outpost,468,653,816
Outpost,876,-25,1497
Outpost,-2812,-2105,2544
Outpost,-1873,-2656,2117
Outpost,3325,-717,1981
Outpost,2961,-2145,796
Outpost,-2535,-2198,1729
Outpost,982,-2515,824
Outpost,38,-788,1678
Outpost,-1786,-11,1784
Outpost,-2190,-1670,609
Outpost,-1765,-868,1881
Outpost,966,-673,1832
Outpost,-586,-1282,1814
Outpost,-2576,1321,3245
Outpost,1882,-1065,1814
Outpost,1840,393,2047
Outpost,1578,-1252,1852
Outpost,1826,-304,2270
Outpost,2032,-1687,1772
Outpost,1592,-562,1902
Outpost,-2040,-2576,3296
Outpost,1586,-957,1912
Outpost,3253,-1140,1861
Outpost,-632,-597,1691
Outpost,381,-427,1838
Outpost,-1674,-2234,2031
Outpost,-3013,-1482,1825
Outpost,-3666,-1029,502
Outpost,-2686,-600,2105
Outpost,-2117,-309,1792
Outpost,-3126,-237,431
Outpost,1338,-731,1768
Outpost,2855,507,1575
Outpost,-514,162,1218
Outpost,-616,102,903
Outpost,-821,-2095,1084
Outpost,1739,-1338,1714
Outpost,-3143,-1170,1210
Outpost,-2322,-1471,1815
Outpost,-2834,-1449,1700
Outpost,-3085,-372,535
Outpost,1488,-1066,1824
Outpost,-2218,-268,1742
Outpost,-2339,-360,1474
Outpost,1360,-851,1729
Outpost,42,592,1209
Outpost,897,259,1529
Outpost,1516,-405,1765
Outpost,3725,-1611,507
Outpost,885,-2532,1040
Outpost,423,-3187,1147
Outpost,-242,-1238,1441
Outpost,-2675,-1345,1966
Outpost,-3014,-806,1827
Outpost,-2905,-757,1489
Outpost,-3556,-1733,756
Outpost,2424,-891,1364
Outpost,-405,-228,1523
Outpost,2873,186,1661
Outpost,560,-2403,1623
Outpost,-2624,-1392,1729
Outpost,-1973,-760,1763
Outpost,879,-2335,2171
Outpost,454,-835,1633
Outpost,178,-551,1444
Outpost,473,-1608,1530
Outpost,451,-1579,1242
Outpost,-2908,-3462,678
Outpost,-4900,-3616,234
Outpost,-1222,-1170,1428
Outpost,-255,-1509,942
Outpost,-2617,-732,1900
Outpost,-2840,-1312,1835
Outpost,-1478,-2227,1411
Outpost,-448,-1668,873
Outpost,-3381,-1851,1842
Outpost,1536,-2501,1721
Outpost,-787,40,1346
Outpost,-916,-2562,2037
Outpost,1634,-1608,648
Outpost,-2609,-2259,1754
Outpost,-1864,-1701,478
Outpost,3725,-1400,507
Outpost,-2314,-702,551
Outpost,4465,-1500,752
Outpost,-2157,-1555,574
Outpost,1673,-228,1116
Outpost,-1844,-1792,607
Outpost,2123,-927,487
Outpost,1845,-141,811
Outpost,959,-831,667
Outpost,466,563,395
Outpost,2064,125,1060
Outpost,2405,-1676,492
Outpost,3309,-909,-1020
Outpost,2200,-2067,664
Outpost,-885,-2007,689
Outpost,2568,-1530,524
Outpost,-3665,-961,502
Outpost,255,585,567
Outpost,3210,319,756
Outpost,-519,732,601
Outpost,3245,413,754
Outpost,857,1647,1175
Outpost,-231,657,1413
Outpost,-179,939,858
Outpost,-804,666,942
Outpost,-468,616,1160
Outpost,-1179,673,1088
Outpost,-1059,384,1691
Outpost,-88,1062,999
Outpost,187,-1337,1818
Outpost,-1442,1109,1930
Outpost,-2658,641,1184
Outpost,2425,-805,655
Outpost,2892,-910,832
Outpost,3472,-1345,1424
Outpost,3342,-1628,1647
Outpost,2484,-2875,-151
Outpost,-411,1190,1546
Outpost,3209,-26,2192
Outpost,-2399,1001,695
Outpost,-1441,961,162
Outpost,559,678,892
Outpost,-3685,-119,658
Outpost,-4359,1573,994
Outpost,938,120,1452
Outpost,-199,2917,1203
Outpost,-2256,-1566,1819
Outpost,-2270,243,2116
Outpost,1424,1938,1190
Outpost,1381,2776,1856
Outpost,-2451,-131,634
Outpost,4122,1499,2640
Outpost,-3525,-906,1027
Outpost,-3467,-3029,1451
Outpost,2941,-964,1292
Outpost,975,1267,792
Outpost,-571,336,721
Outpost,2496,-1533,521
Outpost,2543,-2957,688
Outpost,-2413,664,699
Outpost,-200,169,375
Outpost,-1899,-297,696
Outpost,-1297,-2223,-183
Outpost,-2435,-53,532
Outpost,3792,-3310,674
Outpost,-2181,154,675
Outpost,-1194,-681,-358
Outpost,2830,-2146,796
Outpost,-141,-2429,380
Outpost,-702,-2132,528
Outpost,-934,-1360,533
Outpost,-1077,-1011,432
Outpost,-114,2002,674
Outpost,2940,-1140,1125
Outpost,51,-497,1082
Outpost,-3895,-609,451
Outpost,-54,3569,984
Outpost,-534,-3018,841
Outpost,709,-376,620
Outpost,366,-2108,658
Outpost,531,-2136,1001
Outpost,-374,-416,1927
Outpost,-196,-1711,764
Outpost,-5,-1122,1395
Outpost,-6115,-3742,-2747
Outpost,1817,936,640
Outpost,-54,-1726,1383
Outpost,922,-1945,445
Outpost,1649,-938,530
Outpost,1349,-2487,1181
Outpost,2182,-1848,1896
Outpost,363,48,1326
Outpost,-1259,126,1407
Outpost,-737,-217,1527
Outpost,46,-1721,860
Outpost,-3665,-961,502
Outpost,-2858,-1712,1151
Outpost,-2424,-2478,1208
Outpost,-220,635,-190
Outpost,1801,-61,2269
Outpost,1797,-748,2668
Outpost,1177,29,1640
Outpost,2330,-1641,509
Outpost,2431,-284,949
Outpost,1324,-261,844
Outpost,865,-12,1310
Outpost,1625,-600,1679
Outpost,1217,-281,1474
Outpost,-1752,-1912,320
Outpost,-1786,-1674,493
Outpost,2398,-735,786
Outpost,2314,-1110,537
Outpost,2266,-1034,1072
Outpost,250,-1470,1276
Outpost,675,-1209,2259
Outpost,551,-743,1251
Outpost,1874,1596,1901
Outpost,2818,2482,2778
Outpost,491,1660,1341
Outpost,623,204,929
Outpost,546,584,1093
Outpost,229,854,1362
Outpost,525,-2024,1205
Outpost,-872,-3240,959
Outpost,-2130,-3488,-512
Outpost,312,-918,1086
Outpost,1461,-737,1301
Outpost,-493,-154,1067
Outpost,1357,-985,1271
Outpost,1375,-963,1365
Outpost,1036,-906,1444
Outpost,-78,-1016,1370
Outpost,196,-862,1446
Outpost,702,-1075,1362
Stadium,3690,3214,-2003
Stadium,6185,-159,978
Stadium,1634,278,849
Stadium,6256,1299,1179
Stadium,2414,1032,1621
Stadium,3562,2360,2600
Stadium,3018,1859,2267
Stadium,3836,1326,2874
Stadium,5117,2626,2663
Stadium,3637,1982,3207
Stadium,2485,2670,920
Stadium,1689,2715,3173
Stadium,5930,1358,2954
Stadium,5697,3073,170
Stadium,3680,2863,1791
Stadium,8058,8830,1418
Stadium,6948,2333,899
Stadium,3463,-573,2149
Stadium,3815,1499,-3725
Stadium,1700,1051,3007
Stadium,2432,3037,-2135
Stadium,3907,921,-2985
Stadium,4424,-126,-3047
Stadium,6046,-759,727
Stadium,4535,-3,4240
Stadium,4215,106,4361
Stadium,2683,2602,-1110
Stadium,5928,-1836,1856
Stadium,866,493,583
Stadium,-381,179,524
Stadium,167,1948,317
Stadium,729,4921,-3697
Stadium,2384,6729,-3178
Stadium,162,147,826
Stadium,-594,-2919,3742
Stadium,3690,3214,-2003
Stadium,4260,-1082,1882
Stadium,4202,-1685,3574
Stadium,3405,2475,1422
Stadium,4884,-1901,3614
Stadium,3526,1889,-1419
Stadium,4860,3279,-32
Stadium,6996,1519,799
Stadium,5000,446,-1320
Stadium,6924,1151,1627
Stadium,1484,2688,1629
Stadium,6055,-1225,-1646
Stadium,4990,2503,-2641
Stadium,4680,2177,1226
Stadium,1311,2120,3364
Stadium,6750,2624,1100
Stadium,3959,3227,385
Stadium,2896,2778,1504
Stadium,4906,2038,-1133
Stadium,5292,830,-1567
Stadium,3866,-507,-1958
Stadium,5342,1303,2073
Stadium,6884,553,1687
Stadium,3733,272,-588
Stadium,4640,-1775,618
Stadium,4306,-94,-417
Stadium,4414,-442,-937
Stadium,6311,-761,-60
Stadium,9068,-541,-727
Stadium,8769,-4218,-2932
Stadium,7517,-710,695
Stadium,3425,3629,-535
Stadium,6597,3964,2281
Stadium,6259,2735,2028
Stadium,1444,2026,823
Stadium,835,1357,1270
Stadium,1650,-1665,1298
Stadium,1198,-519,1253
Stadium,935,-2135,1214
Stadium,1335,-2385,650
Stadium,3164,-712,1875
Stadium,4849,-511,3208
Stadium,4194,-228,3529
Stadium,4554,535,-307
Stadium,4440,2362,5383
Prison,-2621,-253,665
Prison,-619,515,10
Prison,-4158,387,271
Prison,-3588,179,192
Prison,-3657,158,225
Prison,-2323,2835,408
Prison,-2922,2119,527
Prison,-1637,1510,211
Prison,1995,70,324
Prison,-3393,1757,286
Prison,-608,44,256
Prison,-1349,-292,593
Prison,593,1412,255
Prison,1292,532,616
Prison,446,31,448
Prison,-3962,-429,262
Prison,-3863,-873,192
Prison,-352,-276,840
Prison,-3748,-1391,319
Prison,-3800,-560,331
Prison,-3825,-1119,258
Prison,1209,-18,851
Prison,-2104,-826,-94
Prison,-1490,213,826
Prison,-339,-1576,830
Prison,904,-1482,652
Prison,732,140,589
Prison,1304,1619,376
Prison,1523,1544,464
Prison,-67,129,172
Prison,569,877,299
Prison,-337,-112,699
Prison,1160,-263,604
Prison,498,-860,587
Prison,-3551,-1161,329
Prison,-1011,1127,383
Prison,-1972,3030,455
Prison,768,1056,241
Prison,-193,1305,242
Prison,-1852,669,426
Prison,-1275,-225,260
Prison,-1753,-1670,909
Prison,711,-543,685
Prison,-1240,562,974
Prison,-1785,1674,811
Prison,2,857,437
Prison,-624,176,595
Prison,-1954,-1003,524
Prison,2277,117,262
Prison,-1449,1058,328
Prison,1179,-311,274
Prison,-798,-619,803
Prison,1498,-348,370
Prison,2473,-186,154
Prison,2295,-436,249
Prison,1601,-99,406
Prison,1117,-118,655
Prison,1977,76,337
Prison,-2094,2220,469
Prison,-1861,1351,353
Prison,-2417,2787,334
Prison,-2804,1198,289
Prison,-2010,1874,374
Prison,-1793,1229,200
Prison,-2161,2659,402
Prison,-2820,1931,386
Prison,-1554,989,665
Prison,-972,439,560
Prison,-2236,2627,958
Prison,-2792,2601,391
Prison,-3780,1618,309
Prison,-3467,1862,307
Prison,-3877,1575,129
Prison,-1783,-867,194
Prison,-1239,-162,378
Prison,222,1518,457
Prison,74,1424,581
Prison,-1019,488,408
Prison,-280,-36,667
Prison,254,-296,626
Prison,1640,33,588
Prison,1086,-141,740
Prison,1597,165,818
Prison,2037,1004,266
Prison,2048,953,170
Prison,1232,2308,471
Prison,1580,1119,490
Prison,1946,1626,219
Prison,621,-32,793
Prison,317,-196,964
Prison,-1065,711,314
Prison,-574,175,858
Prison,-1492,162,498
Prison,-1625,146,356
Prison,-537,291,718
Prison,-1313,281,343
Prison,-1328,162,663
Prison,77,-1740,844
Prison,-3990,131,245
Prison,458,-804,634
Prison,-201,-910,399
Prison,-1410,-1540,48
Prison,-1582,493,457
Prison,-5060,388,172
Prison,-1497,-115,505
Prison,-286,-235,762
Prison,-4014,-1185,268
Prison,-4067,-85,143
Prison,-4118,-1151,95
Prison,-1511,-1474,832
Prison,-1962,3082,378
Prison,-1330,3291,763
Prison,-2353,2853,395
Prison,-1157,2997,308
Prison,-342,3166,762
Prison,-2495,2995,298
Prison,-3221,2075,275
Prison,-1669,3074,304
Prison,-2155,2736,315
Prison,500,335,127
Prison,515,265,289
Prison,-968,35,761
Prison,-834,-1451,414
Prison,-1485,-1505,304
Prison,-254,-843,607
Prison,-1329,-1589,529
Prison,-1054,-1419,757
Prison,-2657,-1251,1029
Prison,-1812,-1593,659
Prison,-1538,-59,710
Prison,-970,1368,799
Prison,1032,-1771,676
Prison,130,1046,219
Prison,171,-1554,540
Prison,-940,1217,708
Prison,1530,-254,607
Prison,671,-324,528
Prison,402,-234,781
Prison,-1581,-909,647
Prison,2944,1735,163
Prison,-1733,-956,590
Prison,-1718,-289,556
Prison,1486,461,626
Prison,-1736,1606,411
Prison,-1713,1473,511
Prison,-1689,846,389
Prison,-715,1174,339
Prison,-720,2540,970
Prison,151,1112,916
Prison,-2524,2149,437
Prison,-1687,1404,618
Prison,-1732,2140,393
Prison,-1948,2322,591
Prison,36,1130,144
Prison,-977,922,324
Prison,-1255,-177,672
Prison,603,2579,388
Prison,-984,565,596
Prison,-953,607,385
Prison,-422,164,310
Prison,-1416,474,454
Prison,-1882,-1318,845
Prison,-5947,992,227
Prison,-690,37,830
Prison,-1083,716,614
Prison,4,12,733
Prison,-1630,1601,376
Prison,-1240,274,809
Prison,-1497,-117,731
Prison,-1574,316,509
Prison,600,-76,291
Prison,-474,-365,784
Prison,-1474,1230,782
Prison,-546,553,528
Prison,670,606,276
Prison,-1757,-897,764
Prison,-1506,1736,527
Prison,-1565,2238,160
Prison,115,-1321,909
Prison,457,132,973
Prison,-501,-270,906
Prison,679,470,321
Prison,316,668,363
Prison,-41,379,384
Prison,-225,503,560
Prison,-1564,236,585
Prison,-290,507,657
Prison,-1268,-1468,317
Outpost,-2363,-1590,634
Outpost,-940,-2414,1369
Outpost,-1544,-3042,746
Outpost,-1965,-2946,930
Outpost,619,-1503,1652
Outpost,2574,3308,4841
Outpost,-1046,-735,1440
Outpost,882,-310,1496
Outpost,1010,-155,943
Outpost,-1012,-1089,671
Outpost,665,-579,3405
Outpost,-510,-1793,614
Outpost,259,-1192,743
Outpost,-1962,964,1667
Outpost,363,-1716,1362
Outpost,-1103,562,724
Outpost,-326,-2438,1343
Outpost,-485,256,728
Outpost,609,-2145,1079
Outpost,-1031,271,677
Outpost,-2476,65,482
Outpost,-2609,-261,467
Outpost,-2327,-955,439
Outpost,520,-3588,3123
Outpost,-200,-2015,1980
Outpost,-761,-384,1106
Outpost,-1307,-1305,1058
Outpost,-1637,-976,468
Outpost,1733,-1797,466
Outpost,783,-1617,1116
Outpost,612,-677,929
Outpost,1760,-1382,542
Outpost,404,-241,917
Outpost,-415,-734,917
Outpost,780,-609,1359
Outpost,479,-47,1341
Outpost,793,-38,894
Outpost,366,-371,1082
Outpost,-643,-231,1503
Outpost,-141,-302,1015
Outpost,174,-480,1244
Outpost,76,-573,1287
Outpost,-3002,-342,431
Outpost,192,-1547,1082
Outpost,980,-2092,602
Outpost,807,-2199,992
Outpost,1686,-1415,537
Outpost,324,-2212,558
Outpost,1038,-865,657
Outpost,635,-2572,1234
Outpost,660,-1804,1188
Outpost,87,-2746,1086
Outpost,955,-1125,592
Outpost,-157,-50,1660
Outpost,-181,-1332,1125
Outpost,-2980,-363,528
Outpost,-704,-430,533
Outpost,-474,-785,978
Outpost,-947,460,525
Outpost,-719,-1045,918
Outpost,495,-32,778
Outpost,130,-2437,719
Outpost,-3068,-4848,-129
Outpost,-2153,-1881,659
Outpost,-3152,-1877,439
Outpost,-1970,-2350,562
Outpost,780,-1234,1485
Outpost,737,-1191,1735
Outpost,692,-275,431
Outpost,-838,-727,951
Outpost,-647,-206,1490
Outpost,2299,-518,720
Outpost,-132,-527,1197
Outpost,42,-202,1378
Outpost,-234,-484,2663
Outpost,558,-621,1762
Outpost,-646,-407,1723
Outpost,-506,-180,1465
Outpost,976,-834,1615
Outpost,-54,-1182,1788
Outpost,-302,-1538,1708
Outpost,-291,-1282,1547
Outpost,-77,-678,2975
Outpost,1166,-1784,702
Outpost,-9,-1533,850
Outpost,-862,-2434,1353
Outpost,-477,-1429,1536
Outpost,388,-1869,2115
Outpost,-376,-1121,1581
Outpost,2209,-341,2346
Outpost,1241,-953,1728
Outpost,2028,746,1356
Outpost,-1314,-431,831
Outpost,403,-881,860
Outpost,660,-1354,1606
